"day_pos","date_time","date_time_exp","sent_num","text"
8,"2016-05-21 15:35:05","2016-05-21 15:00:00",1,"Sun is shining, river is nicely noisy and kids are baking marshmallows on the grill after we grilled meet, so everything is perfect #p #xfb"
9,"2016-05-21 15:57:29","2016-05-21 15:45:00",1,"Uff, I am totally full with beef meet and I need to rest a while. The marshmallow smells good as caramelized sugar, tasty. #p #xfb"
10,"2016-05-21 16:58:19","2016-05-21 16:30:00",1,"We went to walk through the middle of the river down to the forest and through the forest to have a pleasant walk. #p #xfb"
11,"2016-05-21 17:30:30","2016-05-21 17:15:00",1,"Children build dam on river and are happy here. I am taking Filip into deep cold water to calm him down. #p #xfb"
12,"2016-05-21 18:10:52","2016-05-21 18:00:00",-1,"I am throwing freesbee to the dog into the water, but he cannot swim anymore because weather is getting worse, so he is maybe cold. #n #xfb"
13,"2016-05-21 18:50:48","2016-05-21 18:45:00",1,"We went through the middle of the river to throw the garbage into the garbage disposal place and enjoyed the deep cold water. #p #xfb"
14,"2016-05-21 19:46:57","2016-05-21 19:30:00",1,"I think I have done my #GoalDay2016, let's see what @fitbit says after sync, but bracelet indicated 10 k steps already. #p #xfb"
15,"2016-05-21 20:43:24","2016-05-21 20:15:00",1,"Everything is cleaned up and organized back where it was, we can observe mountains in sundown and kids playing down on the grass. #p #xfb"
16,"2016-05-21 21:34:10","2016-05-21 21:00:00",1,"Garbage is in disposal place and we can finally relax with my wife in bed watching some movie or show. Let's find something. #p #xfb"
17,"2016-05-21 21:47:58","2016-05-21 21:45:00",1,"We are watching How to get away with murder and kids came they are thirsty so I gave them ice tea and they went to watch their movie #p #xfb"
18,"2016-05-21 22:46:12","2016-05-21 22:30:00",-1,"My wife broke the olive oil bottle during making spaghetti aglio oglio we thrown it away because of possible pieces of glass in food #n #xfb"
19,"2016-05-21 23:17:22","2016-05-21 23:15:00",1,"Spaghetti eaten after it was made again. And we can get back to watch How to get away with murder which is heading to the serie end. #p #xfb"
20,"2016-05-22 00:25:27","2016-05-21 23:59:59",1,"Final tweet of the day. I just realized that publication topic about big data and HR is not such bad considering 86400 records a day #p #xfb"
1,"2016-05-22 09:33:43","2016-05-22 09:00:00",-1,"Weekend morning wake-up is terrible because I would sleep as long as I can, usually kids wake us up and right now phone. #n #xfb"
2,"2016-05-22 09:56:32","2016-05-22 09:45:00",1,"Filip came to our bed to wake us up with really good mood and few pieces of Lego, just in case he cannot wake us up he will build. #p #xfb"
3,"2016-05-22 10:59:21","2016-05-22 10:30:00",1,"Porridge with blueberries and almond from my wife was delicious and on top of that banana and I am completely full. It's relax time. #p #xfb"
4,"2016-05-22 11:21:44","2016-05-22 11:15:00",1,"Relaxing after breakfast and wasching the disch and reading gentle and realistic blog @selner84 about take care about autistic kids. #p #xfb"
5,"2016-05-22 12:06:57","2016-05-22 12:00:00",-1,"Laying on the couch and doing nothing compare to Friday when we were inline skating and yesterday when we spent whole day out. #n #xfb"
6,"2016-05-22 13:05:59","2016-05-22 12:45:00",1,"Kids are out and playing with another kids downstairs and I am sitting on the balcony and reading book about opinion mining. #p #xfb"
7,"2016-05-22 13:41:18","2016-05-22 13:30:00",-1,"Kids came home totally wet from garden sprinklers we changed them and they are playing at home. I am going to prepare lunch. #n #xfb"
8,"2016-05-22 14:22:47","2016-05-22 14:15:00",1,"Potatoes cutted on the thin slices are boiling, let's wait circa ten minutes and I can make from them gratin potatoes in the owen #p #xfb"
9,"2016-05-22 15:03:54","2016-05-22 15:00:00",1,"My life is last twelve days split into 45 minutes slices, but what I shouldn't do for my PhD. Anyway lunch is almost ready. #p #xfb"
10,"2016-05-22 16:08:41","2016-05-22 15:45:00",1,"We had a lunch and ice cream and currently discussing with my wife the process of Maya's Saturday birthday party what to do and when #p #xfb"
11,"2016-05-22 16:58:49","2016-05-22 16:30:00",1,"We were sitting on the balcony and relax with mobile an tablet and I collected kids and we are going to forrest now. #p #xfb"
12,"2016-05-22 17:26:02","2016-05-22 17:15:00",1,"We are in the forest and having small trip around. Filip is captain slow and trying to mud himself anywhere. #p #xfb"
13,"2016-05-22 18:04:40","2016-05-22 18:00:00",1,"Kids are collecting bark of the tree in the forest and planning to make boat from it. Weather is changing from sunny to cloudy. #p #xfb"
14,"2016-05-22 18:47:15","2016-05-22 18:45:00",1,"We are on the way home. Kids are leading us they need to give us the direction on the crossroads to successfully arrive home. #p #xfb"
15,"2016-05-22 19:45:39","2016-05-22 19:30:00",1,"Kids have eaten enormous amount of tousts with strawberry marmalade for dinner, usually they eat maximum two, today each one four. #p #xfb"
16,"2016-05-22 20:22:05","2016-05-22 20:15:00",1,"Watching How to get away with murder in the bed. There is one more episode of Blacklist to watch. Looking forward to see it #p #xfb"
17,"2016-05-22 21:02:32","2016-05-22 21:00:00",-1,"This end of the season is full of disclosure small hidden parts of stories which had been shown to us before but not complete. #n #xfb"
18,"2016-05-22 21:47:58","2016-05-22 21:45:00",1,"Unbelievable reveal in #blacklist, still full of tension and twists. I am looking forward for next episodes. #p #xfb"
19,"2016-05-22 22:39:37","2016-05-22 22:30:00",1,"Watching ultimate like a boss and instant karma instant justice compilations videos on @YouTube with my wife and we like it. #p #xfb"
20,"2016-05-22 23:18:11","2016-05-22 23:15:00",1,"I have found location of where we have been on Saturday afternoon in the middle of the creek and add it into @googlemaps  favorites #p #xfb"
21,"2016-05-23 00:01:59","2016-05-22 23:59:59",-1,"Discussing with my wife the possibilities about plans for next year for trips on holiday and it seems to be complicated for now. #n #xfb"
1,"2016-05-23 07:30:39","2016-05-23 07:30:00",1,"Today morning is indeed tough, because we went sleep at 2 AM, but nicely compensated by talk with my wife during this time #p #xfb"
2,"2016-05-23 08:18:36","2016-05-23 08:15:00",1,"Train is late so I made it even though I cared about bycicles moved them from car to basement for my wife who did for me breakfast #p #xfb"
3,"2016-05-23 09:36:59","2016-05-23 09:00:00",1,"Eating breakfast from my wife, porridge with blueberries and fried almonds taste like home even I am at work and with lot to do #p #xfb"
4,"2016-05-23 10:01:42","2016-05-23 09:45:00",1,"I just got message from my friends that car mechanic has time today afternoon, so let's go to get diagnosed the car finally! #p #xfb"
5,"2016-05-23 10:41:47","2016-05-23 10:30:00",-1,"Fixed the problem with delta load even though it loaded only four records instead of eight which is bad and I need to investigate #n #xfb"
6,"2016-05-23 11:13:37","2016-05-23 10:30:00",1,"Review meeting went good, my team leader present it well, we had been successful and even answer tricky question from product owner #p #xfb"
7,"2016-05-23 12:02:51","2016-05-23 12:00:00",1,"Sitting with colleagues in cafeteria and have relax after lunch and discussing fitness bands and precision in heart rate measure #p #xfb"
8,"2016-05-23 13:24:11","2016-05-23 12:45:00",-1,"I am back to work, it's Sprint review day, so clean up the JIRA and assign the new tasks to team. It's boring, but has to be done. #n #xfb"
9,"2016-05-23 14:56:39","2016-05-23 14:15:00",-1,"Terrible negotiation about the delta source led to nowhere and it was unproductive, so we need to start over and make it somehow. #n #xfb"
10,"2016-05-23 15:09:43","2016-05-23 15:00:00",1,"Back to my work and do something productive instead of have many meetings and discussions. At least I can finish something. #p #xfb"
11,"2016-05-23 15:20:49","2016-05-23 15:00:00",1,"Asked about rights to many schemas in Oracle server since I urgently need them I hope I get it soon so let's try to push it through #p #xfb"
12,"2016-05-23 15:47:49","2016-05-23 15:45:00",1,"Finally develop, I like it at least for moment of the day to get dirty with code and then I can get back again to technical leading #p #xfb"
13,"2016-05-23 16:31:50","2016-05-23 16:30:00",1,"I am back home and I need to pick up the car and take it to the diagnosis. Just need to grab something for eat, because I am hungry #p #xfb"
14,"2016-05-23 17:59:47","2016-05-23 17:15:00",-1,"I have been in car service and it doesn't look so good, but we will see tomorrow when it will be ready for pick up. #n #xfb"
15,"2016-05-23 18:13:25","2016-05-23 18:00:00",-1,"I am back at home and I had pleasant call with father in law about possibly to exchange whole engine for new one. Great. #n #xfb"
16,"2016-05-23 19:34:19","2016-05-23 19:30:00",1,"Two guys came with our new table, brought it up to our flat and help us to mount it. It was nice from them and kids enjoyed it. #p #xfb"
17,"2016-05-23 20:26:09","2016-05-23 20:15:00",1,"Kids were terrible, caused flood in the bathroom and have been punished prohibited animated story tale I have read them one instead #p #xfb"
18,"2016-05-23 21:01:41","2016-05-23 21:00:00",1,"We are watching now in the bed together with my wife the magnificent sixth season #GameofThrones and kids sleeps already #p #xfb"
19,"2016-05-23 22:07:18","2016-05-23 21:45:00",1,"Watching shows na @streamCZ and after famous sport moments remembered on #DOOM which was really fancy game in my college era. #p #xfb"
20,"2016-05-23 22:40:13","2016-05-23 22:30:00",1,"Back in the development and work on my PhD study. I need to follow up with my third assignment which is really complicated task #p #xfb"
21,"2016-05-23 23:21:24","2016-05-23 23:15:00",-1,"Little bit pissed of about delta load testing plan. There is non and when I am asking about data there are only obstacles. #n #xfb"
22,"2016-05-24 00:07:30","2016-05-23 23:59:59",-1,"Trying to read and prepare at least data for further hmm algorithms implement, so I need to struggle with inputs and Python. #n #xfb"
1,"2016-05-24 07:55:41","2016-05-24 07:30:00",1,"I have woke up with good mood expecting nice day. I am really interested about delta load testing discussion today and expect fight. #p #xfb"
2,"2016-05-24 08:12:54","2016-05-24 07:30:00",1,"I am at the train station little bit in advance which is good. And we had really good talk with Maya how she was baby girl. #p #xfb"
3,"2016-05-24 09:01:45","2016-05-24 09:00:00",-1,"Huge arguing about delta load testing and deployment process, both things are in shit and we need to proceed forward. #n #xfb"
4,"2016-05-24 10:31:07","2016-05-24 10:30:00",-1,"I am little bit behind schedule with everything. There is lot of stress about to test delta load and follow with other tasks. #n #xfb"
5,"2016-05-24 11:41:01","2016-05-24 11:15:00",-1,"I have lot of fun with investigation about what was happened with delta load and who did what. It's nice and perfect situation. #n #xfb"
6,"2016-05-24 12:02:06","2016-05-24 12:00:00",1,"Finally I have a time for lunch. Delta load is running hope successfully and we can finish the investigation if it is working or not #p #xfb"
7,"2016-05-24 13:19:33","2016-05-24 12:45:00",-1,"Load was successful. But few minutes ago I had terrible and useless discussion about different characters encoding. #n #xfb"
8,"2016-05-24 13:49:38","2016-05-24 13:30:00",1,"Situation is calming down and I am currently writing down two data quality issues which have to be reported to source system. #p #xfb"
9,"2016-05-24 14:16:36","2016-05-24 14:15:00",1,"Report to source system finished and I can get back to my original work for today and try to finish at least something reasonable #p #xfb"
10,"2016-05-24 15:00:56","2016-05-24 15:00:00",1,"I am creating special load for particular files which we cannot load though standard process and it's real hand work. #p #xfb"
11,"2016-05-24 15:50:55","2016-05-24 15:45:00",1,"Colleague brought me a solution about untranlatable character, so I am going to test it and if it works it is excellent solution. #p #xfb"
12,"2016-05-24 16:46:16","2016-05-24 16:30:00",1,"Friends pick me up and we are going to pick the car from diagnosis. I am really interested what would be the result. #p #xfb"
13,"2016-05-24 17:49:10","2016-05-24 17:15:00",-1,"I am back at home, car is diagnosed, problems are with two cylinders and burning equally mix of gas and air. #n #xfb"
14,"2016-05-24 18:09:47","2016-05-24 18:00:00",1,"After discussion about car with my wife we are going to do @Skype call with my sister which is very expected by kids. #p #xfb"
15,"2016-05-24 19:22:22","2016-05-24 18:45:00",1,"Kids are done with shower and we can prepare something for dinner. They like toast with marmalade, deal. For me with cheese and ham. #p #xfb"
16,"2016-05-24 20:16:35","2016-05-24 20:15:00",1,"Pizza for dinner ordered, it was really good idea. I need to find just something what we will watch. Maybe there is some new episode #p #xfb"
17,"2016-05-24 21:02:25","2016-05-24 21:00:00",1,"Watching the @TheSimpsons season finale and enjoying it with Quattro formaggi pizza in bed with my wife. Nice end of the day. #p #xfb"
18,"2016-05-24 22:07:56","2016-05-24 21:45:00",-1,"Searching for labels, posters and another stuff for Saturday birthday Frozen party and my wife is little bit cranky about it. #n #xfb"
19,"2016-05-24 22:40:32","2016-05-24 22:30:00",1,"Watching top 5 #xfactor talent auditions on @YouTube and Filip came to us and listening with us laying on my arms #p #xfb"
20,"2016-05-24 23:24:14","2016-05-24 23:15:00",-1,"I am going to finish my day with watch some shows on @streamCZ. And then sleep to be ready for tomorrow fight in work #n #xfb"
21,"2016-05-25 00:16:29","2016-05-24 23:59:59",1,"Really good Roman Vanek in #jidlosro is presenting peanut corn puffs traditional Czech snack. Interesting episode with detail info #p #xfb"
1,"2016-05-25 07:35:06","2016-05-25 07:30:00",1,"Good morning, sun is shining and birds are singing. Even the sleep wasn't bad. So, let's hope today is not such stressful day. #p #xfb"
2,"2016-05-25 08:14:27","2016-05-25 07:30:00",1,"Waiting for the train which should be on time. Today I will buy some good breakfast, finish several things which are open long time #p #xfb"
3,"2016-05-25 09:42:24","2016-05-25 09:00:00",1,"Everything is going to be OK, we are returning to the originally planned work with no hype around. #p #xfb"
4,"2016-05-25 09:55:10","2016-05-25 09:45:00",1,"Replaying to the many email in my mailbox which I didn't have time to yet and return for a moment to the planned tasks. #p #xfb"
5,"2016-05-25 10:31:21","2016-05-25 10:30:00",-1,"Investigating changes comming from delta changes which have been claimed as not propagated into target. I am interested why not. #n #xfb"
6,"2016-05-25 11:57:39","2016-05-25 11:15:00",1,"Sitting in restaurant and have lunch with colleagues. Pizza made my day even better than it was before so let's improve it more. #p #xfb"
7,"2016-05-25 12:51:30","2016-05-25 12:45:00",1,"Sitting on the terrace and enjoying discussion about approach how to prepare proper layers in datawarehouse. #p #xfb"
8,"2016-05-25 13:32:33","2016-05-25 13:30:00",1,"I have printed few pictures from Frozen movie for Maya Saturday birthday party. I hope she likes it when she sees it. #p #xfb"
9,"2016-05-25 14:56:58","2016-05-25 14:15:00",-1,"I am not fully following my experiment today because I am running around and trying to solve all issues connected with load task. #n #xfb"
10,"2016-05-25 15:28:16","2016-05-25 15:00:00",1,"Starting to control situation about testing and finally fixing task one by one. It just a matter of time when I will reach the zen. #p #xfb"
11,"2016-05-25 15:46:35","2016-05-25 15:45:00",1,"Writing down the test protocol to see the details what happened there. I need to have it to argue if delta works properly or not #p #xfb"
12,"2016-05-25 16:32:35","2016-05-25 16:30:00",-1,"Revealing mysteries about what is happening during the delta load on record level and see discrepancies which need to be explained #n #xfb"
13,"2016-05-25 18:13:42","2016-05-25 18:00:00",1,"I need to print some more things for my daughter and I can pack my self and finally go home. It's long day and we will go shopping #p #xfb"
14,"2016-05-25 18:52:23","2016-05-25 18:45:00",1,"I am on the way home and really happy that I can forget on work for moment and I can enjoy the rest of the day with family. #p #xfb"
15,"2016-05-25 19:34:07","2016-05-25 19:30:00",1,"We are in the shopping center with kids doing massive shopping for Maya's birthday to satisfy all the kids with yummy food. #p #xfb"
16,"2016-05-25 20:18:08","2016-05-25 20:15:00",1,"We are almost finished with shopping, kids are bored by it. But we are in the bonbons section so they can imagine what we want buy. #p #xfb"
17,"2016-05-25 21:11:18","2016-05-25 21:00:00",1,"Just for the fun and to win the five thousand points we did five payment rounds. It was little logistics nutcracker, but done. #p #xfb"
18,"2016-05-25 22:03:40","2016-05-25 21:45:00",1,"Kids are done and ready to sleep, we are going to read #lichozrouti, which is extraordinary book about small creatures eating socks #p #xfb"
19,"2016-05-25 23:21:40","2016-05-25 23:15:00",1,"Baked potatoes for dinner with garlic dip is really yummy. Together with watching #Bones about a capella groups mixtured with murder #p #xfb"
20,"2016-05-26 00:03:08","2016-05-25 23:59:59",1,"Watching #letapane at @streamCZ and remember on years which I lived. It's nice to have such overview about what was happening. #p #xfb"
1,"2016-05-26 08:03:50","2016-05-26 07:30:00",1,"Filip got Lego City cargo train to the bed when he was still sleeping so it was plenty of joy when he woke up and saw that #p #xfb"
2,"2016-05-26 08:14:48","2016-05-26 07:30:00",-1,"It's really warm and sunny I am completely swet under coat. I need to take it off into the train. It's three minutes late. #n #xfb"
3,"2016-05-26 09:18:37","2016-05-26 09:00:00",1,"It interesting how man knows if he was successful or not. Listening x factor top 5. And meanwhile get done one task by other #p #xfb"
4,"2016-05-26 09:46:11","2016-05-26 09:45:00",1,"So far the work is calmed down and flowing slow. I am expecting silence before storm, but let's see if it happens or not, rather not #p #xfb"
5,"2016-05-26 10:38:56","2016-05-26 10:30:00",-1,"Sitting on the Sprint planning meeting and coming through the backlog with colleagues and having discussion about the tasks. #n #xfb"
6,"2016-05-26 11:50:18","2016-05-26 11:15:00",1,"Having status about delta load issues with nice arguing and prioritize tasks which have to do immediately and which later. #p #xfb"
7,"2016-05-26 12:39:09","2016-05-26 12:00:00",1,"Sitting on the terrace with ice cream and discussing many designs topics which has to be done in next weeks. #p #xfb"
8,"2016-05-26 13:27:20","2016-05-26 12:45:00",1,"Back in the show and handling the issues which are coming mostly connected with delta load but some more as well. #p #xfb"
9,"2016-05-26 14:46:09","2016-05-26 14:15:00",1,"Brainstorming over what is happening during the delta load led to the result that it's not working correctly and need to be fixed #p #xfb"
10,"2016-05-26 15:04:52","2016-05-26 15:00:00",-1,"Starting to have a headache from the all parallel tasks which I need to manage today and from the noisy environment around #n #xfb"
11,"2016-05-26 15:46:19","2016-05-26 15:45:00",1,"After really good discussion with colleagues I found solution about how to fix delta statuses wrongly recorded, so let's do it. #p #xfb"
12,"2016-05-26 16:57:33","2016-05-26 16:30:00",-1,"It'd really difficult to keep on track with tweeting since came college who is unstoppable story teller, my head will explode soon #n #xfb"
13,"2016-05-26 17:28:35","2016-05-26 17:15:00",-1,"Retesting the problem with untranlatable character and running eighteen tasks in parallel, but manually which I hate. #n #xfb"
14,"2016-05-26 18:15:14","2016-05-26 18:00:00",1,"I missed the train so I am going home with tram which is much longer. But I ran out from work which is good I will be back on Monday #p #xfb"
15,"2016-05-26 18:43:19","2016-05-26 18:00:00",-1,"Sitting in the bus where is really hot so I get totally swet. Thanks God I am almost home so I can take a pill against headache #n #xfb"
16,"2016-05-26 20:12:01","2016-05-26 19:30:00",1,"Making the dinner on the grill, two beef steaks and two cheeses. Kids will like the meet and we will eat one stake together. #p #xfb"
17,"2016-05-26 21:39:50","2016-05-26 21:00:00",1,"Cutting the labels for Maya's birthday party. Kids are watching story tale and they are ready to go sleep. I will sing them the song #p #xfb"
18,"2016-05-26 22:32:34","2016-05-26 22:30:00",1,"Combining all three main sets of @LEGO_Group #city cargo and personal train with train station into big railway system #p #xfb"
19,"2016-05-26 23:17:50","2016-05-26 23:15:00",1,"@vanilkovamana played with @LEGO_Group #city trains when finished. She is like the kids which are sleeping already, she cannot wait #p #xfb"
20,"2016-05-27 00:11:43","2016-05-26 23:59:59",1,"After midnight shower I feel like a newborn. I got a new energy instead to go sleep I would do something #p #xfb"
1,"2016-05-27 08:00:04","2016-05-27 07:30:00",1,"We woke up Maya with singing Happy birthday to you and giving her first present which is suitable to swimming pool. #p #xfb"
2,"2016-05-27 08:17:29","2016-05-27 08:15:00",1,"Filip found railway system which I have built last night and he started to play with it. Kids are excited from trip to aquapark #p #xfb"
3,"2016-05-27 09:38:29","2016-05-27 09:00:00",1,"We are at aquapark and it's not possible to hold back the kids, because they want to go swimming. #p #xfb"
4,"2016-05-27 13:55:18","2016-05-27 13:30:00",1,"Swimming in the @Alpamare was magnificent. Kids enjoyed it a lot and we as well. Many attractions and except the heat it was good #p #xfb"
5,"2016-05-27 15:17:05","2016-05-27 15:00:00",1,"We are in the Starbucks to refresh ourselves. It's pretty hot weather so we need to drink some cool drinks. #p #xfb"
6,"2016-05-27 15:59:20","2016-05-27 15:45:00",1,"We are shopping the remaining stuff for tomorrow birthday party and some presents for friends kids who had birthday last Tuesday #p #xfb"
7,"2016-05-27 16:37:09","2016-05-27 16:30:00",1,"Shopping is done I am going to load stuff to the car and family is going to care about something else meanwhile. #p #xfb"
8,"2016-05-27 17:17:37","2016-05-27 17:15:00",-1,"We are at home. Outside is really hot so we can rest a bit. Meanwhile I got a SMS from my team leader so something need to be fixed #n #xfb"
9,"2016-05-27 18:22:19","2016-05-27 18:00:00",1,"I warmed up entrecote with sauce for dinner with pasta. Excellent dinner from my wife cooked yesterday. And kids are eating silently #p #xfb"
10,"2016-05-27 18:46:23","2016-05-27 18:45:00",1,"I am relaxing after dinner with several good articles about data science from @DataScienceCtrl which I have stored before to @Pocket #p #xfb"
11,"2016-05-27 21:28:45","2016-05-27 21:00:00",1,"I disassembled three chairs from our former table which I will disassemble soon as well. We are preparing place for party. #p #xfb"
12,"2016-05-27 21:59:54","2016-05-27 21:45:00",-1,"Former table is disassembled as well, so other thing which I can help with is packing the presents for Maya which I don't like #n #xfb"
13,"2016-05-27 22:57:26","2016-05-27 22:30:00",1,"Wrapping up the presents for tomorrow birthday party, it's not perfect, but with a love to my today 6 years old baby girl. #p #xfb"
14,"2016-05-27 23:16:27","2016-05-27 23:15:00",-1,"I am still not ready with wrapping up. I am working on third present and I need to finish four more and I am already tired. #n #xfb"
15,"2016-05-28 00:15:53","2016-05-27 23:59:59",1,"Last tweet today. It was take a break day so no big deal that I haven't manage twenty and more tweets today. #p #xfb"
1,"2016-05-28 07:29:27","2016-05-28 07:30:00",-1,"Meanwhile kids are still sleeping I am going to buy fresh fruits for today birthday party. It's early for Saturday but what the heck #n #xfb"
2,"2016-05-28 08:48:15","2016-05-28 08:15:00",1,"Shopping in Jumbo the hammer and hooks to put photos on the wall to made our flat nicer for Maya's birthday party. #p #xfb"
3,"2016-05-28 09:10:52","2016-05-28 09:00:00",1,"Table cover fish Elsa and Anna from Frozen found in toys are us so I can go back home. Everything what was needed is bought. #p #xfb"
4,"2016-05-28 10:09:58","2016-05-28 09:45:00",-1,"Hooks for put the pictures to the wall are not ok. So I need to buy some other ones. Meanwhile I vax the apartment to help my wife. #n #xfb"
5,"2016-05-28 10:32:01","2016-05-28 10:30:00",1,"Cleaning up last few things and organizing stuff around. In few minutes we will go with kids to buy something for lunch. #p #xfb"
6,"2016-05-28 11:20:29","2016-05-28 11:15:00",1,"Clean up finished, Iva is finishing the cake and building her own snowman Olaf from Frozen movie, that's the theme of the day. #p #xfb"
7,"2016-05-28 13:09:51","2016-05-28 12:45:00",-1,"The last preparations are coming. It's hurry to keep two PM when the guests coming to the birthday party. So last portion of stress #n #xfb"
8,"2016-05-28 14:40:49","2016-05-28 14:15:00",-1,"Kids came and it's really chaos here. Especially when we need to prepare some more things like water melone. #n #xfb"
9,"2016-05-28 15:33:06","2016-05-28 15:00:00",-1,"It's really terrible to manage fourteen small kids and make them interested in something, but we managed with dancing contest #n #xfb"
10,"2016-05-28 15:47:21","2016-05-28 15:45:00",-1,"Maya is unwrapping the presents and whole group of kids is around her and push her theirs presents it's total chaos #n #xfb"
11,"2016-05-28 16:31:16","2016-05-28 16:30:00",1,"We are creating the animals from balloons it's lot of arguing about who comes first and with what color and what animal. #p #xfb"
12,"2016-05-28 18:00:31","2016-05-28 18:00:00",1,"Finally we are relaxing with friends all kids are gone and flat is full of popcorn and cake on the ground. #p #xfb"
13,"2016-05-28 19:50:03","2016-05-28 19:30:00",1,"Having good discussion with friends on the  balcony and enjoying it and relaxing with Czech beer. #p #xfb"
14,"2016-05-28 20:20:40","2016-05-28 20:15:00",1,"I picked up one more beer for friend. Czech beer for Czech friend. It's really nice to relax with friends and beer on balcony. #p #xfb"
15,"2016-05-28 21:01:44","2016-05-28 21:00:00",1,"Friends came home and we will little bit order disorder and wash kids and then we can relax in the bed with some movie. #p #xfb"
16,"2016-05-28 21:51:36","2016-05-28 21:45:00",1,"Everything is cleaned, ordered and in the place where we expect that. I am baking pizza for my wife who doesn't eat anything all day #p #xfb"
17,"2016-05-28 22:42:51","2016-05-28 22:30:00",1,"I was looking forward for water melone. I am totally full, but I cannot resist to my self at least try a bite first time in season #p #xfb"
18,"2016-05-28 23:52:05","2016-05-28 23:15:00",1,"Watching Mockingjay the last part and I am happy that such tough day is behind us and it's confined by my satisfied breathing wife #p #xfb"
19,"2016-05-29 00:02:04","2016-05-28 23:59:59",1,"It's becoming more and more thrilling and despite that I am getting more and more sleepy. Maybe I finish it tomorrow morning. #p #xfb"
1,"2016-05-29 09:39:45","2016-05-29 09:00:00",1,"Morning after Mayas birthday party is rough. Everybody is tired, Maya has light fiber. So we need to relax and have piece a bit #p #xfb"
2,"2016-05-29 09:54:45","2016-05-29 09:45:00",1,"Watching Penguins from the Madagascar and having slow morning. I would sleep little bit longer, because weather makes me sleepy #p #xfb"
3,"2016-05-29 10:45:26","2016-05-29 10:30:00",1,"Eating water melone for breakfast, one half is enough for whole family. What a wonderful Sunday. We need to enjoy it more. #p #xfb"
4,"2016-05-29 11:32:34","2016-05-29 11:15:00",-1,"After the shower I am not sleepy anymore. What bothers me are burned shoulders from Friday in alpamare, but I have to endure it. #n #xfb"
5,"2016-05-29 12:33:22","2016-05-29 12:00:00",1,"We have visited the neighbor and brought him cake from yesterday party. He was pleased and we are happy to make him happy. #p #xfb"
6,"2016-05-29 12:52:54","2016-05-29 12:45:00",1,"Prepared pork filet and my wife went to cooke it with rice. Meanwhile I am reading some articles from @iDNEScz and waiting for lunch #p #xfb"
7,"2016-05-29 13:47:58","2016-05-29 13:30:00",1,"Lunch is eaten, kids are watching story tale and I enjoy relax with my wifes homemade three levels cake. What a pleasant afternoon #p #xfb"
8,"2016-05-29 15:42:56","2016-05-29 15:00:00",1,"It's raining so I am taking a nap and catch the all nights when I wasn't sleep enough. #p #xfb"
9,"2016-05-29 17:29:02","2016-05-29 17:15:00",-1,"Sleeping whole afternoon, Maya as well. Woking up just when Filip make loud noises when he is playing on some plain or mechanization #n #xfb"
10,"2016-05-29 18:46:20","2016-05-29 18:45:00",1,"Watching again Mockingjay together with my wife and having toasts for dinner. It's terrible weather and sleepy time. #p #xfb"
11,"2016-05-29 19:34:19","2016-05-29 19:30:00",1,"We have visitors from neighborhood from flat under us. They are sweet and like my wifes cake and popcakes. #p #xfb"
12,"2016-05-29 20:31:03","2016-05-29 20:15:00",1,"We had a pleasant @Viber and @Skype call with bother in law who wished happy birthday to Maya. And we talked to them after long time #p #xfb"
13,"2016-05-29 21:01:14","2016-05-29 21:00:00",-1,"Returned back to the Mockingjay. It's heading to the end and it was really slow prolongation of previous part. Nothing excellent #n #xfb"
14,"2016-05-29 22:14:16","2016-05-29 21:45:00",1,"We went to pick up Chinese food and we found abandoned bycicle which teased us to pick it up home, but without sign gratis #p #xfb"
15,"2016-05-29 22:36:27","2016-05-29 22:30:00",-1,"Watching some TV shows on @streamCZ and after third episode of #zrouti we know that isn't for us anymore. #n #xfb"
16,"2016-05-29 23:17:01","2016-05-29 23:15:00",1,"Watching viral auditions about Britain's git talent on @YouTube. Sometimes really interesting people and sometimes some stupid #p #xfb"
17,"2016-05-30 00:04:23","2016-05-29 23:59:59",-1,"This is the last tweet today. After twenty days I am little bit tired from tweeting, but I would need to stay one more month #n #xfb"
1,"2016-05-30 07:43:55","2016-05-30 07:30:00",-1,"Wau, movie which I grabbed from DVD is not in German, but English so I must do it again. English is also good, but not that much #n #xfb"
2,"2016-05-30 08:20:26","2016-05-30 08:15:00",-1,"Waiting for next train, the previous I missed just about few minutes. This week is starting wrong. Kids are sick and we are tired #n #xfb"
3,"2016-05-30 09:11:48","2016-05-30 09:00:00",1,"I just bought breakfast which I hope help me to start again this terrible day. And when I am full I can continue work better #p #xfb"
4,"2016-05-30 10:15:39","2016-05-30 09:45:00",-1,"Solving the burning issues in the Monday morning, what a typical cliché. I need to have it at least deployed before status meeting #n #xfb"
5,"2016-05-30 11:00:44","2016-05-30 10:30:00",-1,"I cannot be baby sitter for everyone. Guys has sending the issues but with no details about tools versions, environments etcetera #n #xfb"
6,"2016-05-30 11:52:25","2016-05-30 11:15:00",1,"We went to really good lunch and discussion about heat topics during that time with colleagues. I rest a bit to face the problems #p #xfb"
7,"2016-05-30 12:02:53","2016-05-30 12:00:00",1,"Having good discussion with colleagues on terrace with blueberry muffin as a relax before get back to work. #p #xfb"
8,"2016-05-30 12:47:16","2016-05-30 12:45:00",1,"Returned from lunch and solving one issue by another. It's good I am just little bit tired from really challenging weekend #p #xfb"
